acid,epoxide,tg_pred,pca1,pca2
O=C(O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)nc2)cc1,CN(C(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3cc(OCC4CO4)ncn3)cc2OCC2CO2)cc1)c1ccccc1,523.5901,-4.9362,-1.9097
O=C(O)C(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)cc2)ccc1NC(=O)c1ccccc1,Nc1c(N)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c(N)c1NC(=O)c1ccccc1,523.3769,-4.6193,-3.4425
Cc1cc2c(NC(=O)c3ccc(NC(=O)C4(C(=O)O)Cc5ccccc5C4)c(C)c3)cc(C(=O)O)cc2[nH]1,Cc1c(NC(=O)c2ccc(NC(=O)C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)cc2)cccc1C(N)=O,523.3291,-4.6692,-2.9404
O=C(O)CCN(CCC(=O)O)C(=O)Nc1cc2c(=O)c(=O)c(=O)c(=O)c2c2c(=O)c(=O)c(=O)c(=O)c12,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1ccc(NC(=O)c2ccccc2)nc1,523.2067,-4.8329,-2.2607
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c23)cc1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(NC(=O)c3cccc(OCC4CO4)c3)cn2)cc1,523.1393,-4.9780,-2.8038
O=C(O)CC(=O)Nc1ccc(C(=O)c2ccc(C(=O)O)cc2)cc1,O=C(Nc1c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c1NC(=O)c1ccccc1)c1ccccc1,522.9170,-3.8880,-3.4452
O=C(O)CC(=O)Nc1cc2c(=O)c(=O)c(=O)c(=O)c2c2c1CC(C(=O)Nc1ccccc1C(=O)O)CC2=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2cccc(OCc3ccncc3)c2)CC1,522.8382,-4.7528,-2.1595
O=C(O)CCN(CCC(=O)O)C(=O)c1c(NC(=O)c2ccc3ccccc3c2)c(C(=O)Nc2ccc(C(=O)c3ccccc3)cc2)c(NC(=O)c2ccc3ccccc3c2)c(C(=O)Nc2ccc3ccccc3c2)c1C(=O)Nc1ccc(C(=O)c2ccccc2)cc1,O=C(Nc1ccccc1C(=O)Nc1cccc(OCC2CO2)c1)c1cccc(OCC2CO2)c1,522.7324,-3.8229,-3.2092
O=C(O)c1ccc(NC(=O)c2ccc(C(=O)Nc3cccc(C(=O)O)c3)cc2)cc1,O=C(Nc1c(C(=O)Nc2ccccc2)ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)c1cccnc1)c1ccccc1,522.7087,-4.7041,-2.3959
O=C(O)C(=O)Nc1cc(C(=O)n2c(=O)c(=O)c(=O)c(=O)c2=O)ccc1C(=O)Nc1ccc(C(=O)O)cc1,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1cccnc1,522.4890,-5.5196,-3.1288
O=C(O)c1ccc(C(=O)Nc2ccc(-n3c(=O)c(=O)c(=O)c(=O)c3=O)c(-n3c(=O)c(=O)c(=O)c(=O)c3=O)c2C(=O)O)c(O)c1,O=C(Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccnc1,522.4861,-4.8556,-2.7798
O=C(O)CCn1c(=O)n(C(=O)c2cccc(C(=O)Nc3ccc(C(=O)O)cc3)c2)c(=O)n(-c2ccccc2)c1=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)C2CC2)nc1,522.3582,-4.1618,-2.5973
O=C(O)c1ccc(C(=O)Nc2c(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c3c3c(=O)c(=O)c(=O)c(=O)c23)cc1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2cc(OCC3CO3)ccn2)cc1,522.3316,-4.5382,-2.6535
O=C(O)c1ccc(C(=O)Nc2cc3c(=O)c(=O)c(=O)c(=O)c3c3c2CC(C(=O)O)(c2ccccc2)CC3)cc1,O=C(Nc1ccc(C(=O)Nc2cc(OCC3CO3)ccc2C(=O)N2CCCC2)cc1)c1ccc(OCC2CO2)nc1,522.2494,-4.4972,-2.7967
Cc1ccc(C(=O)Nc2ccc(C(=O)O)c3c2C(=O)c2ccccc2-3)cc1NC(=O)C(=O)N1CCC(C(=O)O)CC1,CN(C(=O)c1ccc(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1)C(=O)c1cccnc1,522.2034,-4.0152,-2.2459
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)nc2)cc1C(=O)O,CN(C(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3cc(OCC4CO4)ncn3)cc2OCC2CO2)cc1)c1ccccc1,522.1619,-4.7459,-1.9091
Nc1cc(NC(=O)c2ccc(C(=O)N(CCC(=O)O)c3ccccc3)cc2)ccc1C(=O)O,O=C(O)Nc1c(NC(=O)c2ccccc2)c(NC(=O)O)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)O,522.1163,-4.8566,-2.8388
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)nc2)cc1C(=O)O,O=C(Nc1ccccc1)c1ncc(C(=O)Nc2ccc(C(=O)Nc3ccccc3)c(OCC3CO3)c2)c(OCC2CO2)n1,522.1151,-4.7788,-1.9422
O=C(O)C(=O)Nc1ccc2cc(C(=O)Nc3ccc(C(=O)O)cc3)cnc2c1,O=C(O)Nc1c(O)c(NC(=O)O)c(NC(=O)O)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)O,522.0090,-5.0686,-2.7102
O=C1C(=O)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc2C(C(=O)O)(c2ccccc2)C1=O,O=C(Nc1ccc2oc(=O)ccc2c1)c1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,521.9745,-4.8461,-2.7329
O=C(O)C(=O)Nc1ccc(C(=O)N2CCC(C(=O)O)(c3ccccc3)CC2)cc1,O=C(O)Nc1c(NC(=O)O)c(NC(=O)O)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)O)c1NC(=O)O,521.9634,-5.1258,-2.8161
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1ccc2c(=O)c(=O)c(=O)c(=O)c2c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2cccnc2)cc1,521.9377,-4.9104,-2.4127
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)cn2)cc1C(=O)O,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1cc(OCC2CO2)ncn1,521.8455,-4.8235,-1.9544
Cc1cc(C(=O)Nc2ccc(C(=O)N3CCCCC3)c(C(=O)O)c2)ccc1NC(=O)C(=O)Nc1ccc(C(=O)O)c(C)c1,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1ccc(OCC2CO2)nc1,521.8175,-4.6032,-2.3103
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)nc2)cc1C(=O)O,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1ccc(OCC2CO2)cc1,521.5762,-5.0187,-2.0304
O=C(O)C(=O)Nc1ccc2nc(C(=O)Nc3ccc(C(=O)O)cc3)ccc2c1,O=C(Nc1c(NC(=O)C2CC2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)C2CC2)c1NC(=O)C1CC1)c1ccccc1,521.4146,-5.0628,-2.7393
O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c3c3c(=O)c(=O)c(=O)c(=O)c23)cc1C(=O)O)c1ccncc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2cccc(OCc3ccncc3)c2)CC1,521.3972,-4.5824,-2.2525
O=C(O)CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)c(N3CCCCC3)c2)cc1,O=C(O)Nc1c(NC(=O)O)c(NC(=O)O)c(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)O)c1NC(=O)O,521.2006,-4.9011,-3.0117
O=C(Nc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc(NC(=O)C2CC2)nc1,521.0918,-5.0665,-2.9330
O=C(O)C(=O)Nc1cc2c(c3c(=O)c(=O)c(=O)c(=O)c13)CC(C(=O)O)c1ccccc1-2,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cnc(NC(=O)c2ccccc2)nc1,521.0722,-5.0001,-2.3041
O=C(Nc1ccc(C(=O)O)cc1)C(=O)Nc1ccc2c(c1)C(=O)C(C(=O)O)C(=O)C2=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2cccnc2)cc1,520.9660,-4.9558,-2.4528
Cc1cc(C(=O)Nc2ccc(C(=O)N3CCC(C(=O)O)CC3)cc2)ccc1NC(=O)C(=O)Nc1ccc(C(=O)O)c(C)c1,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1ccc(OCC2CO2)nc1,520.9431,-4.7610,-2.5112
Cc1cc(NC(=O)C(=O)Nc2ccc(C(=O)O)c(C(=O)Nc3ccccc3)c2)[nH]c1C(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,520.8831,-5.2354,-2.3418
O=C(O)C(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1,O=C(Nc1c(NC(=O)C2CC2)c(NC(=O)c2ccccc2)c(NC(=O)C2CC2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)c1ccccc1)c1ccccc1,520.7710,-4.4619,-3.5963
O=C(O)CC(=O)Nc1c(N2CCC(C(=O)O)(c3ccccc3)CC2)c2c(=O)c(=O)c(=O)c(=O)c2c2c(=O)c(=O)c(=O)c(=O)c12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)C2CC2)cc1,520.7194,-5.0044,-1.9127
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1ccc2oc(=O)ccc2c1)c1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,520.6368,-5.3600,-1.7608
O=C(Nc1ccc2c(=O)c(=O)c(=O)c(=O)c2c1)C(=O)Nc1ccc(C(=O)O)cc1C(=O)O,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1cccnc1,520.5472,-5.0015,-2.3739
O=C(Nc1cc2c(=O)c(=O)c(=O)c(=O)c2c2c1C(=O)c1ccccc1C2=O)c1ccc(C(=O)O)c(C(=O)O)c1,CC(=O)Nc1ccc(C(=O)Nc2cccc(C(=O)N(CC3CO3)CC3CO3)c2)cc1,520.4628,-4.2173,-2.5644
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)O)c3c2C(=O)CCC3=O)cc1,CC(NC(=O)c1ccccc1)C(=O)Nc1ccc(NC(=O)Nc2cccc(C(=O)N(CC3CO3)CC3CO3)c2)cc1,520.4532,-4.4490,-2.5263
Cc1cc(NC(=O)C(=O)Nc2ccc(C(=O)O)cc2)ccc1C(=O)O,O=C(Nc1c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c1NC(=O)c1ccccc1)c1ccccc1,520.4330,-5.2945,-2.8146
O=C(O)c1ccc(C(=O)Nc2ccc(-n3c(=O)c(=O)c(=O)c(=O)c3=O)c(N3CCC(=O)C(C(=O)O)(c4ccccc4)C3)c2)cc1,O=C(Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccnc1,520.2532,-4.8205,-2.6550
O=C(Nc1ccc(-n2c(=O)c(=O)c(=O)c(=O)c2=O)c(-n2c(=O)c(=O)c(=O)c(=O)c2=O)c1C(=O)O)c1ccc(N2Cc3ccccc3C2=O)c(C(=O)O)c1,O=C(Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccnc1,520.2283,-4.8939,-2.9094
O=C(O)CC(=O)Nc1cc2c(cc1C(=O)O)OCC(=O)N2,O=C(Nc1c(NC(=O)C2CC2)c(NC(=O)c2ccccc2)c(NC(=O)C2CC2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)c1ccccc1)c1ccccc1,520.2224,-4.3349,-3.2886
O=C(O)CC(=O)Nc1c(C(=O)N2CCC(C(=O)O)(c3ccccc3)CC2)c2c(=O)c(=O)c(=O)c(=O)c2c2c(=O)c(=O)c(=O)c(=O)c12,Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC4CO4)c(C)c3)cc2)c(OCC2CO2)c1,520.2025,-4.8350,-2.1301
Cn1cc(C(=O)Nc2ccc(C(=O)c3ccc(NC(=O)CC(=O)O)cc3)cc2)cc1C(=O)O,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)c(C(=O)O)c1C(=O)O,519.5924,-4.0178,-2.4058
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)Nc2ccc3c(c2)CCCC3=O)cc1,O=C(Nc1c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c1NC(=O)c1ccccc1)c1ccccc1,519.4899,-4.1348,-3.3457
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)NC3(C(=O)O)CCCCC3)cc2)cc1,O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1)C(=O)Nc1ccc2ncccc2c1,519.2910,-4.4550,-2.3850
O=C(O)C(=O)Nc1ccc2cc(C(=O)Nc3ccc(C(=O)O)cc3)cnc2c1,O=C(O)Nc1c(O)c(NC(=O)O)c(NC(=O)C2CC2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)C1CC1,519.2004,-4.9862,-3.0560
O=C(O)c1ccc(C(=O)Nc2cc(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c3c2)cc1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2cc(NC(=O)C3CO3)ccn2)cc1,519.1548,-4.8579,-2.4719
O=C(O)C(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccccc3C(=O)O)nc2)cc1,O=C(NC(=O)c1ccccc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,519.1496,-4.2799,-2.5887
O=C(O)CC(=O)Nc1ccc(C(NC(=O)c2ccccc2)C(=O)O)cc1,Nc1c(NC(=O)c2ccccc2)c(N)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c1NC(=O)c1ccccc1,519.0067,-4.5576,-3.5988
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccccc3)c2)cc2cc[nH]c12,O=C(Nc1cc(OCC2CO2)ccc1C(=O)Nc1ccccc1)c1ccc(NC(=O)c2cc(OCC3CO3)ccn2)cc1,518.9814,-4.4571,-3.0477
CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c2c1CCCC2,O=C(O)Nc1c(NC(=O)C2CC2)c(C(=O)NC2CC2)c(NC(=O)O)c(NC(=O)C2CC2)c1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,518.9115,-5.0715,-2.6661
O=C(O)CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)c(N3CCCCC3)c2)cc1,O=CNc1c(NC=O)c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c1NC(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,518.8922,-4.7760,-2.7995
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1cccc(C(=O)Nc2ccc(OCC3CO3)c(C(=O)O)c2)c1)c1ccc(OCC2CO2)nc1,518.8727,-5.0549,-2.9501
Cc1ccc(C(=O)Nc2ccc(C(=O)O)c3c2-c2ccccc2C3=O)cc1NC(=O)C1(CC(=O)O)Cc2ccccc2C1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC4CO4)cc3)nc2)cc1,518.6411,-3.9287,-2.2471
O=C(O)C(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)cc2)ccc1NC(=O)c1ccccc1,O=C(Nc1c(O)c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1O)c1ccccc1,518.6027,-4.6866,-3.5271
Nc1cc(C(=O)O)ccc1C(=O)Nc1ccc(-n2c(=O)c(=O)c(=O)c(=O)c2=O)c(-n2c(=O)c(=O)c(=O)c(=O)c2=O)c1C(=O)O,O=C(Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccnc1,518.5718,-4.8611,-2.5586
O=C(O)C(=O)Nc1ccc(C2(NC(=O)c3ccc(C(=O)O)cc3)CCCCC2)cc1,O=C(Nc1c(O)c(NC(=O)c2ccccn2)c(O)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)c1ccccc1)c1ccccc1,518.5446,-4.8042,-2.3342
O=C(O)C(=O)Nc1cc(C(=O)Nc2ccccc2C(=O)O)ccc1NC(=O)c1ccccc1,O=C(Nc1c(O)c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1O)c1ccccc1,518.5233,-4.7368,-3.1912
O=C(O)CC1(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)CCC(=O)CC1,O=C(O)Nc1c(NC(=O)O)c(NC(=O)O)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)O)c1NC(=O)O,518.4983,-4.7271,-2.9537
O=C(O)C(=O)Nc1ccc(C(=O)c2ccn(C(=O)c3ccccc3)c2)c(C(=O)O)c1,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1)Nc1cccc(C(=O)N(CC2CO2)CC2CO2)c1,518.3812,-4.4683,-2.9178
CNc1ccc(C(=O)Nc2ncc(C(=O)O)c3ccn(C(=O)c4ccccc4)c23)cc1C(=O)O,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1ccc(OCC2CO2)nc1,518.3738,-4.5605,-2.3605
O=C(Nc1ccc(C(=O)O)c(NC(=O)c2ccccc2)c1)c1ccc(NC(=O)c2ccccc2)c(C(=O)O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,518.3682,-5.1490,-3.4814
O=C(O)CC(=O)Nc1cccc2[nH]c(C(=O)NC3(C(=O)O)CCCCC3)cc12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(NC(=O)c2cccnc2NC(=O)c2ccccc2)c1,518.3564,-4.5444,-2.4288
O=C(O)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1,O=C(O)Nc1c(NC(=O)O)c(NC(=O)O)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)O)c1NC(=O)O,518.3405,-5.0588,-2.7545
O=C(O)C(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccccc3C(=O)O)nc2)cc1,O=C(NC(=O)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1)Nc1ccccc1,518.1353,-4.3396,-2.6956
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccccc3)c2)cc2[nH]ccc12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2cccnc2)cc1,518.0214,-4.3991,-2.9254
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1ccc2c(c1)-c1ccccc1CC2=O,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2cnc(NC(=O)C3CO3)nc2)cc1,517.8289,-5.0009,-2.0786
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,O=C(Nc1cccc(OCC2CO2)c1)c1ccc(NC(=O)c2ccc(C(=O)Nc3cccc(OCC4CO4)c3)nc2)cc1,517.7189,-4.6818,-2.5624
Cc1cc2c(NC(=O)c3ccc(NC(=O)C4(C(=O)O)Cc5ccccc5C4)c(C)c3)cc(C(=O)O)cc2[nH]1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(NC(=O)c2cnc3c(c2)CCCCC3)c1,517.6767,-4.8377,-2.7186
Cc1ccc(C(=O)Nc2ccc(C(=O)O)c3c2C(=O)c2ccccc2-3)cc1NC(=O)C(=O)N1CCC(C(=O)O)CC1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC4CO4)cc3)nc2)cc1,517.6564,-3.9557,-2.3517
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccccc3)c2)cc2cc[nH]c12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2cccnc2)cc1,517.6528,-4.2890,-1.8404
O=C(Nc1ccc2c(=O)c(=O)c(=O)c(=O)c2c1)c1ccc(C(=O)O)c(C(=O)O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2ccccc2)nc1,517.5799,-4.6037,-2.3698
O=C(Nc1ccc(C(=O)O)cc1)C(=O)Nc1ccc(C(=O)O)c(C(=O)Nc2ccc(C(=O)Nc3ccccc3)cc2)c1,NC(=O)c1ccc(OCC2CO2)c(NC(=O)c2ccc(NC(=O)c3cncc(OCC4CO4)c3)cc2)c1,517.5226,-4.8298,-2.9373
O=C(O)CCN(CCC(=O)O)C(=O)c1c(NC(=O)N2CCc3ccccc3C2)c(NC(=O)N2CCc3ccccc3C2)c(NC(=O)N2CCc3ccccc3C2)c(NC(=O)N2CCc3ccccc3C2)c1NC(=O)N1CCc2ccccc2C1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2ccccc2)CC1,517.3757,-4.1791,-3.2264
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1cccc2c(=O)c(=O)c(=O)c(=O)c12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2ccccc2)CC1,517.3668,-5.1586,-2.3253
O=C(O)CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)c(N3CCCCC3)c2)cc1,O=CNc1c(NC(=O)O)c(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)O)c(NC(=O)O)c1NC(=O)c1ccccc1,517.3661,-4.7869,-3.0998
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccccc3)c2)cc2cc[nH]c12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1cccc2c1CNCC2,517.3084,-4.4521,-3.2359
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c4cc[nH]c34)nc2)cc1C(=O)O,CN(C(=O)c1ccc(NC(=O)c2c(OCC3CO3)ncnc2C(=O)Nc2ccccc2)cc1OCC1CO1)c1ccccc1,517.2830,-4.6691,-1.8294
Cc1ccc(C(=O)Nc2ccc(C(=O)O)c3c2-c2ccccc2C3=O)cc1NC(=O)C(=O)N1CCC(C(=O)O)CC1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC4CO4)cc3)nc2)cc1,517.2294,-4.1133,-2.5405
Cc1ccc(NC(=O)C2(C(=O)Nc3ccc(C(=O)O)cc3)Cc3ccccc3C2)cc1C(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)Nc1cccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c1,517.0359,-4.5003,-1.9652
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc2c(C(=O)Nc3ccccc3)c[nH]c12,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2cnc(NC(=O)c3ccc(OCC4CO4)cc3)nc2)cc1,516.9766,-4.8124,-2.5291
O=C(O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)c(C(=O)Nc4ccccc4)c3)cn2)cc1,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,516.7476,-5.0780,-2.4501
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)Nc2ccc(-c3cnccn3)cc2)cc1,O=C(Nc1c(NC(=O)c2ccccc2)c(C(=O)O)c(C(=O)O)c(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccccc1,516.7374,-4.5031,-3.2433
Cc1cc(NC(=O)C(=O)Nc2ccc(C(=O)O)c(C(=O)Nc3ccccc3)c2)[nH]c1C(=O)O,O=C(Nc1cccc(C(=O)N(CC2CO2)CC2CO2)c1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,516.6460,-5.3631,-2.5241
